News,Price_Direction_Up,Price_Direction_Constant,Price_Direction_Down,Asset_Comparision,Past_Information,Future_Information,Price_Sentiment,label_num
"gold slips, pressured by dollar gains",0,0,1,1,1,0,negative,1
Gold futures recover Rs 44 on fresh positions,1,0,0,0,1,0,positive,2
gold sheds early gains as dollar rises,1,0,0,1,1,0,positive,2
"June gold at $1,274.60/oz in electronic trade vs. $1,275.40 settlement",0,0,0,0,1,0,none,3
"Gold recaptures Rs 29,000-mark; silver climbs to Rs 38,500",1,0,0,1,1,0,positive,2
"gold edges up, but stuck in tight range",1,0,0,0,1,0,positive,2
companhia vale do rio doce sells gold mine for $20.9m,0,0,0,0,1,0,none,3
"Dec. gold drops $21.90, or 1.8%, to settle at $1,189.30/oz",0,0,1,0,1,0,negative,1
"february gold settles $15.60, or 1.5%, higher at $1,080.60/oz",1,0,0,0,1,0,positive,2
gold heads modestly lower less than an hour ahead of comex settlement,0,0,1,0,1,0,negative,1
Gold inches up but lingers near 3-week low on Fed rate views,1,0,0,0,1,0,positive,2
"scientists witness huge cosmic crash, find origins of gold",0,0,0,0,1,0,none,3
"Dec. gold settles at $1,327.10/oz, up $1.20, or less than 0.1%",1,0,0,0,1,0,positive,2
gold futures end lower for a fourth straight session,0,0,1,0,1,0,negative,1
mcx goldm october contract trades lower,0,0,1,0,1,0,negative,1
"g20 summit - key takeaways & potential impact on dollar, gold, and stock markets",1,0,0,1,1,0,positive,2
mcx goldm august contract trades higher,1,0,0,0,1,0,positive,2
"gold futures fall, but gain almost 11% year to date",1,0,1,0,1,0,positive,2
feb gold down 60c at $422.70/oz in afternoon dealings,0,0,1,0,1,0,negative,1
"indian gold importers at bay, eyeing u.s. data",0,0,0,0,1,0,none,3
gold output in key countries to slump to 'generational' lows - report,0,0,0,0,1,0,none,3
china : the way ahead for china's gold market,0,0,0,0,1,0,none,3
"metal mania: silver scales new peak of rs 14,375, gold follows",1,0,0,1,1,0,positive,2
"gold up by rs 160, sliver by rs 700 on fresh procurement",1,0,0,0,1,0,positive,2
"December gold up 0.6% at $1,290.60/oz.",1,0,0,0,1,0,positive,2
gold languishes near seven-month low on fed worries,0,0,1,0,1,0,negative,1
Gold snaps 3-session win streak,0,0,1,0,1,0,negative,1
"experts bearish on gold, crude, lead; bullish on copper",0,0,0,1,1,0,none,3
when will gold finally bottom out?,0,0,0,0,0,1,none,3
"gold, safe haven for investors, says smc global",0,0,0,0,1,0,none,3
Gold gains on safe-haven demand as Iraqi unrest escalates,1,0,0,0,1,0,positive,2
MCX gold gains bullish momentum,1,0,0,0,1,0,positive,2
"correct: feb. gold down $3.60, ends at 2-wk low of $626.20",0,0,1,0,1,0,negative,1
"commerzbank : gold to reclaim $1,300 an ounce by the end of 2018",0,0,0,0,0,1,none,3
Gold finishes higher after posting declines in the last 3 sessions,1,0,0,0,1,0,positive,2
gold is beating nearly every investment this year,0,0,0,0,1,0,none,3
Gold futures drop to a 1-month low as Yellen watch continues,0,0,1,0,1,0,negative,1
gold falls as investors cut etf holdings on stimulus outlook,0,0,1,0,1,0,negative,1
"feb. gold settles at $1,331.90/oz on comex, down $1.20, or nearly 0.1%",0,0,1,0,1,0,negative,1
gold: will you feel the pinch of the new custom duty?,0,0,0,0,0,1,none,3
"spot gold hits record $1,318.40/oz in europe trade",1,0,0,0,1,0,positive,2
govt lowers import tariff value of gold to usd 550/10 gm,0,0,0,0,1,0,none,3
"Gold futures log lowest finish since June, down 1.8% for the week",0,0,1,0,1,0,negative,1
gold prices ease despite slightly weaker dollar,1,0,0,1,1,0,positive,2
"gold losses mount: off 2% at $1,822.30/oz.",0,0,1,0,1,0,negative,1
Gold Prices Remain Under Pressure After Upbeat U.S. Data,0,0,0,0,1,0,none,3
India gold rises 1%; festivals prop up demand,1,0,0,0,1,0,positive,2
intl fc stone : an efficient and effective platform for accessing physical gold,0,0,0,0,1,0,none,3
gold prices down in asia on monday as dollar gains,0,0,1,1,1,0,negative,1
gold futures slip on profit-booking by speculators,0,0,1,0,1,0,negative,1
traders divided on gold gst rate,0,0,0,0,1,0,none,3
"gold conflicted by fed rate hike talk, could rally in case of a trump victory",0,0,0,0,1,0,none,3
"Dec. gold gains 60 cents, or less than 0.1%, to $1,288.40/oz",1,0,0,0,1,0,positive,2
gold futures up 0.11% on global cues,1,0,0,0,1,0,positive,2
Gold deposits found in J&K,0,0,0,0,1,0,none,3
"august gold turns lower again, down $1.10 to $652/oz",0,0,1,0,1,0,negative,1
"Gold futures up at Rs 31,226 per 10 grams",1,0,0,0,1,0,positive,2
"gold, silver extend rebound, settle higher",1,0,0,1,1,0,positive,2
"june gold down $1.30, or 0.1%, to settle at $1,185.60/oz on comex",0,0,1,0,1,0,negative,1
Gold futures log highest settlement since Nov. 10,1,0,0,0,1,0,positive,2
gold falls as dollar rebounds vs. most rivals,0,0,1,1,1,0,negative,1
Gold slips to two-week low as rising bond yields support dollar,0,0,1,1,1,0,negative,1
"gold tallies back-to-back gains, and claws out from 5-week low",1,0,0,0,1,0,positive,2
"gold climbs rs 200 on global cues, silver regains rs 40k-mark",1,0,0,1,1,0,positive,2
Gold remains slightly lower after economic data,0,0,1,0,1,0,negative,1
cryptocurrencies may rival gold as a store of value - marketing analyst,0,0,0,0,1,0,none,3
gold cot myth debunked - speculators are usually right,0,0,0,0,1,0,none,3
gold imports may halve on high prices in may,0,0,0,0,0,1,none,3
investing carries risks - even for gold,0,0,0,0,1,0,none,3
dec. gold falls 50 cents to $636.80/oz in afternoon trading,0,0,1,0,1,0,negative,1
"gold overlooked, ignored & shunned, despite a great technical picture & upside potential",1,0,0,0,1,0,positive,2
"spot gold quoted at $442, down 10 cents from new york",0,0,1,0,1,0,negative,1
bearish on gold; see support at &#36;1600/ounce: barratt,1,0,0,0,1,0,positive,2
june gold settles up $10.20 at $689.90/ounce on nymex,1,0,0,0,1,0,positive,2
Gold prices suffer first weekly loss in a month,0,0,1,0,1,0,negative,1
"gold ends 0.3% lower at $1,694.20 an ounce",0,0,1,0,1,0,negative,1
gold futures climb to a four-session high,1,0,0,0,1,0,positive,2
"Dec. gold gains $14.10, or 1.1%, to settle at $1,344.50/oz",1,0,0,0,1,0,positive,2
"blackrock : there is still a case for gold, just at a lower exposure",0,0,1,0,1,0,negative,1
Gold imports up 14% in FY'11 at 969 tonnes,0,0,0,0,1,0,none,3
"gold reverses lower, trades near multimonth lows",0,0,1,0,1,0,negative,1
"Gold futures up at Rs 28,169/10 grams",1,0,0,0,1,0,positive,2
dec. gold falls 0.6% to end at $953.50 an ounce,0,0,1,0,1,0,negative,1
ubs ups '06 gold price forecast 12% to $630/ounce,0,0,0,0,0,1,none,3
commerce secretary for review of import duty on gold,0,0,0,0,1,0,none,3
"gold recovers early lost ground, back around $1270 level",1,0,0,0,1,0,positive,2
spot gold prices trading mixed,0,1,0,0,1,0,neutral,0
"Dec. gold settles at $1,276.80/oz, up $2.20, or 0.2%",1,0,0,0,1,0,positive,2
Gold is expected to trade positive: Sushil Finance,1,0,0,0,0,1,positive,2
"gold leaps $44.30, or 5.1%, to close at $909 an ounce",1,0,0,0,1,0,positive,2
is gold on the verge of breaking out?,0,0,0,0,0,1,none,3
Feb. gold contract ends with a weekly loss of roughly 0.7%,0,0,1,0,1,0,negative,1
june gold falls $1.10 to $694.70/oz in ny,0,0,1,0,1,0,negative,1
gold boosted by safe-haven demand,1,0,0,0,1,0,positive,2
"gold, silver decline on profit selling",0,0,1,1,1,0,negative,1
Gold Prices Edges Higher as U.S. Dollar Pulls Back,0,0,1,1,1,0,negative,1
sell-off in gold to continue: anand rathi's ram pitre,0,0,0,0,1,0,none,3
gold futures log a modest decline for a third straight session,0,0,1,0,1,0,negative,1
Gold futures end at 2-week low as dollar gets a boost,0,0,1,1,1,0,negative,1
"gold ends 1.7% lower at $1,550.40 an ounce",0,0,1,0,1,0,negative,1
November gold imports likely to rise on expectation of curbs,0,0,0,0,0,1,none,3
gold etf gains 8% on record trading volume,1,0,0,0,1,0,positive,2
Gold prices settle lower for a second-straight session,0,0,1,0,1,0,negative,1
"gold, silver to trade sideways on friday; here's why",0,1,0,1,0,1,neutral,0
gold prices close more than $5 lower,0,0,1,0,1,0,negative,1
buy gold on every dip: kaushal jaini,0,0,1,0,1,0,negative,1
gold speculators cut back on their bearish bets this past week,0,0,1,0,1,0,negative,1
"gold weakens on subdued demand, global bearishness",0,0,1,0,1,0,negative,1
Gold marks second-straight session gain,1,0,0,0,1,0,positive,2
"gold hits 2-week low, global cues, subdued demand hurt",0,0,1,0,1,0,negative,1
Gold shines amid global commodity sell-off,1,0,0,1,1,0,positive,2
revenue intelligence raided gold importers for importing gold from thailand at 1% duty,0,0,0,0,1,0,none,3
"Feb. gold settles at $1,189.80/oz, down $8, or 0.7%",0,0,1,0,1,0,negative,1
"gold close at record, but below $1,300 an ounce",0,0,1,0,1,0,negative,1
gold posts gains as floor trading winds down,1,0,0,0,1,0,positive,2
"gold ends lower, logs fifth weekly loss in a row",0,0,1,0,1,0,negative,1
"Gold tumbles, tracking dollar amid German political uncertainty",0,0,1,1,1,0,negative,1
"Gold futures rise to Rs 27,790 on global cues",1,0,0,0,1,0,positive,2
"gold, silver trade higher on rising geopolitical tensions",1,0,0,1,1,0,positive,2
"gold settles 0.3% lower to $1,522.80 an ounce",0,0,1,0,1,0,negative,1
buy mcx gold dec; target rs 27245/27370 : way2wealth,0,0,0,0,1,0,none,3
supply tightens; gold borrowing rates hit 2009 highs,1,0,0,0,1,0,positive,2
gold and silver stocks in relief rally,1,0,0,1,1,0,positive,2
"June gold pulls back to $1,251.20/oz in electronic trade, down from session's finish",0,0,1,0,1,0,negative,1
"Gold futures up at Rs 26,450 on global cues",1,0,0,0,1,0,positive,2
"RBI extends curbs on gold imports to agencies, trading houses",0,0,0,0,1,0,none,3
august gold down 90 cents at $663.80 an ounce on nymex,0,0,1,0,1,0,negative,1
"gold sinks 2% as dollar rises, crude oil slumps",0,0,1,1,1,0,negative,1
"Dec. gold down $3.90, or 0.3%, for the session to settle at $1,284.80/oz",0,0,1,0,1,0,negative,1
"bay street gains; gold, energy strong",1,0,0,0,1,0,positive,2
Gold dips on muted demand; silver ends at 2-month high,0,0,1,1,1,0,negative,1
dec. gold falls 10 cents to $625.20/oz in morning trading,0,0,1,0,1,0,negative,1
higher gold vault fees a rich man's problem,1,0,0,0,1,0,positive,2
"gold tops rs 29,000-mark, up rs 185 on jewellers' buying",1,0,0,0,1,0,positive,2
charts : gold hits resistance near 1243 and pulls back,0,0,1,0,1,0,negative,1
gold slips as relative calm returns to europe markets,0,0,1,0,1,0,negative,1
"Gold rebounds to Rs 28,550 on firm global cues, spot demand",1,0,0,0,1,0,positive,2
Gold imports set to fall on demand slowdown,0,0,1,0,1,0,negative,1
"Gold falls to Rs 30,750 on weak demand",0,0,1,0,1,0,negative,1
Polymetal gold output rises; keeps 2017 targets,0,0,0,0,1,0,none,3
"Gold off 0.1% at $1,176.10/oz.",0,0,1,0,1,0,negative,1
gold selloff risks halting investors' buying spree,0,0,0,0,1,0,none,3
Gold futures recover on global cues,1,0,0,0,1,0,positive,2
"Gold futures open lower at Rs 29,565",0,0,1,0,1,0,negative,1
gold fails to hold gains as stocks trade higher,0,0,1,0,1,0,negative,1
gold prices move higher,1,0,0,0,1,0,positive,2
gold rises over $10 to above $850 on inflation concerns,1,0,0,0,1,0,positive,2
"gold prices are on rise, but for raw material",1,0,0,0,1,0,positive,2
gold gains on soft chinese growth data,1,0,0,0,1,0,positive,2
"dec gold continues higher, up $4.10 at $429.70/oz in ny",1,0,0,0,1,0,positive,2
gold futures finish lower as dollar strengthens,0,0,1,1,1,0,negative,1
gold futures up on higher asian cues,1,0,0,0,1,0,positive,2
"Gold prices settle higher, gain over 1% for the week",1,0,0,0,1,0,positive,2
"Gold dips in Asia after Fed hike, but steady dollar offers support",0,0,1,1,1,0,negative,1
august gold rises 1.3% to $934.70 an ounce,1,0,0,0,1,0,positive,2
"august gold falls $9.60 to $1,297.10 an ounce",0,0,1,0,1,0,negative,1
"Gold trims losses, as Ukraine unrest cushions blow from U.S. data",0,0,1,0,1,0,negative,1
"December gold $4.90, or 0.4%, lower at $1,313.20/oz.",0,0,1,0,1,0,negative,1
"rupee dips by 34 paise, gold slides by rs 145",0,0,1,1,1,0,negative,1
Gold prices tick slightly higher after housing data,1,0,0,0,1,0,positive,2
Gold prices ease in Asia as talks brokered between Ukraine-Russia,0,0,0,0,1,0,none,3
Gold gains as US dollar weakens after cautious Fed speech,1,0,0,1,1,0,positive,2
gold zooms by rs 685; hits over 1-month high on rbi measures,1,0,0,0,1,0,positive,2
gold ends lower for a fourth session,0,0,1,0,1,0,negative,1
"dec. gold gains $4.40, or 0.4%, to settle at $1,107.70/oz on comex",1,0,0,0,1,0,positive,2
april gold last up $1.10 at $565/oz after 3-wk high of $569,1,0,0,0,1,0,positive,2
gold futures settle lower ahead of fed policy statement,0,0,1,0,1,0,negative,1
comex gold falls 0.6% after 2% gain a day earlier,0,0,1,0,1,0,negative,1
expect selling pressure in gold around rs 30100:nirmal bang,0,0,0,0,0,1,none,3
april gold at $664 in electronic trade after $687.20 close,1,0,0,0,1,0,positive,2
"re edges higher as oil retreats, gold dips on poor demand",0,0,1,1,1,0,negative,1
"Gold ends at a more than 1-week low, but notches slight monthly gain",1,0,1,0,1,0,positive,2
"august gold taps a low of $625.70/oz, its lowest in 6 weeks",0,0,1,0,1,0,negative,1
Gold climbs in electronic trading after Fed decision to raise interest rates,1,0,0,0,1,0,positive,2
"december gold closes $3.90, or 0.4%, lower at $1,081/oz",0,0,1,0,1,0,negative,1
stock doom and gold boom,0,0,0,0,1,0,none,3
Gold prices settle at highest level in nearly 6 weeks,1,0,0,0,1,0,positive,2
dec gold rises 30c to $443.40/oz in morning ny trade,1,0,0,0,1,0,positive,2
Gold futures mark highest settlement since Nov. 10,1,0,0,0,1,0,positive,2
amex gold bugs index up 0.1% at 203.14,1,0,0,0,1,0,positive,2
mcx to launch options trading in gold on dhanteras; stock down,0,0,1,0,1,0,negative,1
"Gold prices climb 2.5% for the week, settle at highest since late September",1,0,0,0,1,0,positive,2
Gold futures post a roughly 1% gain for the week,1,0,0,0,1,0,positive,2
"gold bears keep the market below the $1,350 resistance as risk appetite returns",0,0,1,0,1,0,negative,1
"gold ends at a 2-week high, turns higher week to date",1,0,0,0,1,0,positive,2
"Gold prices inch up amid international economic, political worries",1,0,0,0,1,0,positive,2
"Gold gets a boost from U.S. dollar, equities weakness",1,0,0,1,1,0,positive,2
inflation-indexed bonds can bolster the rupee by lowering imports of gold,0,0,0,1,1,0,none,3
gold stumbles 1.4% off friday's record high,1,0,0,0,1,0,positive,2
gold futures down 10 sessions in a row,0,0,1,0,1,0,negative,1
"Gold tumbles by Rs 405 per 10 gm on weak global cues, lower demand",0,0,1,0,1,0,negative,1
gold suffers first monthly loss since october,0,0,1,0,1,0,negative,1
gold futures edge up,1,0,0,0,1,0,positive,2
russia is stockpiling gold as fresh us sanctions loom,0,0,0,0,1,0,none,3
"around 1,500 workers rescued from gold mine: report",0,0,0,0,1,0,none,3
Gold dips to 4-week low on US rate hike fears,0,0,1,0,1,0,negative,1
"gold rises to rs 27,190,silver adds rs 700 on firm global cues",1,0,0,1,1,0,positive,2
$1240 : gold prices fighting to break out,0,1,0,0,1,0,neutral,0
gold futures retain losses after economic data,0,0,1,0,1,0,negative,1
charts : gold firms off the bottom of the box,0,0,1,0,1,0,negative,1
feb gold falls 80c to $422.20/oz in morning ny trade,0,0,1,0,1,0,negative,1
"Gold edges up, but safe-haven demand begins to fade",1,0,0,0,1,0,positive,2
gold falls to 10-month low on weaker equities,0,0,1,0,1,0,negative,1
"gold, silver weigh on canadian stocks",0,0,0,1,1,0,none,3
"gold, silver trade higher on rising geo-political unrest",1,0,0,1,1,0,positive,2
aug gold up $3.70 at $390.70/oz in new york,1,0,0,0,1,0,positive,2
"Gold gains on escalating Ukraine unease, shrugs off U.S. data",1,0,0,0,1,0,positive,2
"Gold, silver edge higher ahead of U.S. housing, confidence data",1,0,0,1,1,0,positive,2
gold posts modest early gains in asia as investors eye greece bailout,1,0,0,0,1,0,positive,2
Dip in gold prices pushes up sales,0,0,1,0,1,0,negative,1
Gold logs best daily gain in 3 months on heightened geopolitical tensions,1,0,0,0,1,0,positive,2
gold futures rise 0.21 pc on global cues,1,0,0,0,1,0,positive,2
marshall & ilsley to pay $700m for gold banc,0,0,0,0,1,0,none,3
gold climbs on value-store demand as bernanke offers no boost,1,0,0,0,1,0,positive,2
"bitcoin mining is costly, just like gold mining",0,0,0,1,1,0,none,3
"feb. gold climbs $13.60, or 1.1%, to settle at $1,239.60/oz",1,0,0,0,1,0,positive,2
Gold gains as soft U.S. housing sales halt greenback's rally,1,0,0,0,1,0,positive,2
gold tops $534 to mark an over 24-year high,1,0,0,0,1,0,positive,2
april gold up $12.30 at $961.20 an ounce on nymex,1,0,0,0,1,0,positive,2
dec. gold falls $3.90 to $630.30 in morning trading,0,0,1,0,1,0,negative,1
"experts bearish on gold, recommend buying crude and copper",0,0,1,1,1,0,negative,1
gold futures drop by more than $60 an ounce,0,0,1,0,1,0,negative,1
april gold taps a two-week high of $559.20/oz,1,0,0,0,1,0,positive,2
gold prices settle at record high,1,0,0,0,1,0,positive,2
"aug. gold up $3, or 0.2%, to settle at $1,320/oz",1,0,0,0,1,0,positive,2
gold gains in asia as low-interest rate outlook offers support,1,0,0,0,1,0,positive,2
Why gold will rise no matter who becomes the next U.S. president,1,0,0,0,1,0,positive,2
"expect mixed trend in gold, silver: angel commodities",0,0,0,1,1,0,none,3
eldorado gold names new chief operating officer,0,0,0,0,1,0,none,3
"gold settles at record $1,743 an ounce",1,0,0,0,1,0,positive,2
Gold futures score first gain in 5 sessions,1,0,0,0,1,0,positive,2
"gold futures, mining shares head higher",1,0,0,0,1,0,positive,2
"gold, silver extend losses on sustained selling, global cues",0,0,1,1,1,0,negative,1
"gold slides $8.10 to settle at $1,292.60/oz",0,0,1,0,1,0,negative,1
"gold, other metals close higher as dollar drops",1,0,0,1,1,0,positive,2
gold to trade in 28851-29391 range: achiievers equities,0,1,0,0,0,1,neutral,0
gold declines on reduced european debt concern,0,0,1,0,1,0,negative,1
"Gold up on safe-haven bid, but on track for worst week since November",1,0,0,0,1,0,positive,2
"gold prices down by rs 100 on sustained selling, weak global cues",0,0,1,0,1,0,negative,1
gold futures decline on lower global trend,0,0,1,0,1,0,negative,1
Gold comes under pressure from US tariff reports,0,0,1,0,1,0,negative,1
"losses mount for gold, off $45.40 to $1,781.30/oz",0,0,1,0,1,0,negative,1
offshore gold storage,0,0,0,0,1,0,none,3
"gold futures rally, near 18-year high",1,0,0,0,1,0,positive,2
"june gold down $5.30, or 0.4%, to settle at $1,199.30/oz on comex",0,0,1,0,1,0,negative,1
"gold futures top $426 on dollar, terror",1,0,0,1,1,0,positive,2
world gold council spots trends that'll be gold's 2018 friends,0,0,0,0,1,0,none,3
"gold, copper fall before u.s. data",0,0,1,1,1,0,negative,1
gold hovers below 15-month peak as dollar firms on us rate talk,0,1,0,1,1,0,neutral,0
gold futures rebound after three-session drop,1,0,0,0,1,0,positive,2
feb. gold falls $1.20 to $633.60/oz in ny,0,0,1,0,1,0,negative,1
gold atop $427 at one-week high,1,0,0,0,1,0,positive,2
charts : gold's safe haven fades - double bottom pattern plays,0,0,0,0,1,0,none,3
gold trims losses on inflationary concerns,0,0,1,0,1,0,negative,1
"april gold gains $5.30, or 0.4%, to $1,355.20/oz",1,0,0,0,1,0,positive,2
Your 401(k) plan could be a gold mine if you do these two simple things,0,0,0,0,1,0,none,3
Gold Rate Today: Gold prices sizzle as dollar falters,1,0,0,1,1,0,positive,2
"Gold futures jump to Rs 28,328 per 10 gm",1,0,0,0,1,0,positive,2
gold soars to 3-month high in london,1,0,0,0,1,0,positive,2
gold inches up after slumping to over 4-month low,1,0,0,0,1,0,positive,2
"april gold closes down $7.90 at $344.30, a 2-month low",0,0,1,0,1,0,negative,1
Gold ends at 2-month high as North Korea tension lifts haven assets,1,0,0,0,1,0,positive,2
"gold, silver prices decline",0,0,1,1,1,0,negative,1
"december gold rallies $41, or 3.1%, to $1,378.60",1,0,0,0,1,0,positive,2
gold futures gain rs 124 on global cues,1,0,0,0,1,0,positive,2
philadelphia gold & silver index rises 3.8%,1,0,0,1,1,0,positive,2
Gold prices holding near 2-week highs,0,1,0,0,1,0,neutral,0
gold trades near session lows as u.s. stock indexes climb,0,1,0,0,1,0,neutral,0
gold prices hold gains after better-than-expected adp jobs report,1,0,0,0,1,0,positive,2
"Gold futures down at Rs 26,892 per 10 gm",0,0,1,0,1,0,negative,1
"gold touches $359, nears 6-yr high",1,0,0,0,1,0,positive,2
gold notches sixth consecutive gain as dollar adds to losses,1,0,0,1,1,0,positive,2
gold futures close up nearly $8 for the week,1,0,0,0,1,0,positive,2
"gold, silver prices climb; copper futures at all-time high",1,0,0,1,1,0,positive,2
"How to play rupee, gold, crude now? Nirmal Bang guides",0,0,0,1,1,0,none,3
"gold loses more than $30, trades at $1,372.90",0,0,1,0,1,0,negative,1
gold surges above $1350 as dollar hits trade-war lows,1,0,0,1,1,0,positive,2
"Gold futures regain Rs 25,000-level on global cues",1,0,0,0,1,0,positive,2
"December gold up $1.40, or 0.1%, at $1,327.40",1,0,0,0,1,0,positive,2
"gold settles 0.9% higher at $1,428.60 an ounce",1,0,0,0,1,0,positive,2
gold extends losses to shed 3.1% in july,0,0,1,0,1,0,negative,1
metals mining shares defy gold price weakness,0,0,1,0,1,0,negative,1
hike in import duty could encourage gold smuggling: nsel,0,0,0,0,1,0,none,3
gold increases on speculation a weaker dollar will spur demand,0,0,0,1,1,0,none,3
gold falls as stock market climbs,0,0,1,0,1,0,negative,1
Gold lifted by haven demand; palladium logs 16-year high,1,0,0,1,1,0,positive,2
Gold jumps to 7-week high on dollar slump; silver at 15-month top,1,0,0,1,1,0,positive,2
"cboe gold index defies metals price rise, falls 2.9%",0,0,1,0,1,0,negative,1
"Commodity outlook: Gold's run-up may hit a bump at Rs 30,900",1,0,0,1,1,0,positive,2
MMTC offers Indian gold coins for sale,0,0,0,0,1,0,none,3
palladium rallies as gold falls,0,0,1,1,1,0,negative,1
government puts gold dore imports under restricted category,0,0,0,0,1,0,none,3
"feb. gold ends down $24.30, or 2.8%, at $841.70 an ounce",0,0,1,0,1,0,negative,1
"gold plunges on global sell-off, silver falls",0,0,1,1,1,0,negative,1
"Gold down after weekly jobless claims, trade reports",0,0,1,0,1,0,negative,1
gold futures rise after u.s. jobs report,1,0,0,0,1,0,positive,2
gold slips as delay in greece aid plan lifts dollar,0,0,1,1,1,0,negative,1
No new curbs on gold imports for now',0,0,0,0,1,0,none,3
Hedging policy: Shield gold retailers from price volatility,0,0,0,0,1,0,none,3
Gold firms up as dollar sags on dovish comments from Fed Chairman,1,0,0,1,1,0,positive,2
Gold inches lower as dollar gains on strong US economic data,0,0,1,1,1,0,negative,1
mcx gold oct contract gains nearly 2%,1,0,0,0,1,0,positive,2
dec. gold closes at its highest level since aug. 15,1,0,0,0,1,0,positive,2
falling oil price erodes gold's appeal in asia,0,0,1,1,1,0,negative,1
"Dec. gold gains $10.50, or 0.8%, to settle at $1,292.20/oz",1,0,0,0,1,0,positive,2
Gold futures settle lower for a second straight session,0,0,1,0,1,0,negative,1
Govt's policy on gold spawning grey market',0,0,0,0,1,0,none,3
gold is still dazzling market timers - and that's bearish,0,0,0,0,1,0,none,3
"gold crashes to 15-month low of rs 27,600",0,0,1,0,1,0,negative,1
"gold jumps $19.30 to settle at $1,225.30/oz",1,0,0,0,1,0,positive,2
"gold settles up $6.30, or 0.5%, at $1,285.20/oz",1,0,0,0,1,0,positive,2
Gold prices ease in Asia as market looks for fresh cues on demand,0,0,0,0,1,0,none,3
"August gold climbs $3, or 0.2%, to $1,249.40/oz after highs above $1,253",1,0,0,0,1,0,positive,2
"june gold finishes at $907.90/oz, down $17.90, or 1.9%",0,0,1,0,1,0,negative,1
More pounding in store for Gold,0,0,0,0,1,0,none,3
"gold futures close higher, up more than $2",1,0,0,0,1,0,positive,2
buy mcx gold at rs 29350: emkay,0,0,0,0,1,0,none,3
"gold ends lower, tracking longest weekly losing streak since june",0,0,1,0,1,0,negative,1
Gold marks 4th-straight session loss; palladium ends at lowest since 2014,0,0,1,1,1,0,negative,1
Gold's climb for the session erases its weekly loss,1,0,0,0,1,0,positive,2
"gold rebounds from 6-week low on technical buying, u.s. data in focus",1,0,0,0,1,0,positive,2
gold futures trade near 1-week low ahead of u.s. economic reports,0,0,1,0,1,0,negative,1
"gold ends higher, but suffers longest stretch of monthly declines in more than 5 years",1,0,1,0,1,0,positive,2
december gold down 60 cents at $680.30 an ounce on nymex,0,0,1,0,1,0,negative,1
"gold futures down $2.80 at $1,121.40 an ounce",0,0,1,0,1,0,negative,1
dubai : vat and higher prices suck glitter out of gold,0,0,0,0,1,0,none,3
Gold prices inch down as global political tensions ease,0,0,1,0,1,0,negative,1
"gold ends below $1,000",0,0,1,0,1,0,negative,1
Gold futures mark fourth straight down session,0,0,1,0,1,0,negative,1
"gold prices steady, central banks in focus",0,1,0,0,1,0,neutral,0
"Gold Rate Today: Gold, sliver lose shine on tepid global cues",0,0,1,0,1,0,negative,1
"debt, defaults and bankruptcies to see higher gold",1,0,0,0,0,1,positive,2
"December gold rises $9.60, or 0.7%, at $1,341/oz.",1,0,0,0,1,0,positive,2
gold prices rebound in early asia with focus on dollar,1,0,0,1,1,0,positive,2
merrill lynch forecasts gold between $700-$900/ounce in 2008,0,0,0,0,0,1,none,3
Gold prices ease in Asia as markets await next act in Greece drama,0,0,0,0,1,0,none,3
"gold falls below $1,500 after string of records",0,0,1,0,1,0,negative,1
"gold prices dip in asia with euro, greece political turmoil eyed",0,0,1,0,1,0,negative,1
june gold up $7.10 to $599.60/oz in last half hr of trade,1,0,0,0,1,0,positive,2
gold pares gain as dollar gains some steam,1,0,0,1,1,0,positive,2
gold price bounce may unravel on us infrastructure plan,1,0,0,0,1,0,positive,2
"gold, oil: syria is playing a small, tenuous role",0,0,0,1,1,0,none,3
"gold adds to loss after consumer gauge, oil lower",0,0,1,1,1,0,negative,1
"June gold at $1,251.40/oz in electronic trade, up from $1,248.50 settlement",1,0,0,0,1,0,positive,2
spot gold prices up 30 cents at $956.80/troy ounce,1,0,0,0,1,0,positive,2
"Gold futures rise to Rs 29,889 per 10 gm",1,0,0,0,1,0,positive,2
june gold up $1.80 at $866.90 an ounce after fed cuts rates,1,0,0,0,1,0,positive,2
gold sales yet to gain last year's sparkle,1,0,0,0,1,0,positive,2
"gold extends losses, down $64.70 to $1,436.30 oz",0,0,1,0,1,0,negative,1
Gold ends at a nearly 2-week high as tensions over North Korea rise,1,0,0,0,1,0,positive,2
Gold extends losses after economic reports,0,0,1,0,1,0,negative,1
gold-miner etf fails to break 2008 peak,0,0,0,0,1,0,none,3
gold edges lower as markets prepare for fed rate hike,0,0,1,0,1,0,negative,1
gold futures pare gains as traders weigh comments from fed officials,1,0,0,0,1,0,positive,2
Gold prices crash on global meltdown,0,0,1,0,1,0,negative,1
"gold, silver hit new lows on selling pressure, global trend",0,0,1,1,1,0,negative,1
gold futures close near one-week low,0,0,1,0,1,0,negative,1
gold prices fall after two-session climb,0,0,1,0,1,0,negative,1
google : 'buy bitcoin' is lighting up google as cryptocurrency outshines gold,1,0,0,0,1,0,positive,2
south korea : dge launches digital gold exchange and crypto exchange,0,0,0,0,1,0,none,3
Gold futures mark highest finish since Nov. 22,1,0,0,0,1,0,positive,2
"dec gold closes at $442.80/oz, down 90c for the session",0,0,1,0,1,0,negative,1
april gold down $9.20 at $918.80 an ounce on nymex,0,0,1,0,1,0,negative,1
